sent,headline,headline_clean
neutral,"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",found Strand Associates provide civil environmental transportation electrical mechanical engineering service employee office Wisconsin Alabama Illinois Indiana Kentucky Ohio
neutral,Halonen 's office acknowledged receiving the letter but declined comment .,Halonen office acknowledge receive letter decline comment
positive,He believes that the soy-oats have a good chance of entering the UK market .,believe soyoat good chance enter UK market
neutral,"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products .",not believe however HKScan Atria start use import meat finnish consumer prefer domestic product
neutral,"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement .",headquarter city company nearly year old focus sciencebased innovation technology environmental measurement
neutral,"However , in March 2009 , the government of St. Petersburg passed the front part of the building with the area 1,900 square metres and a land plot for a hotel worth USD 10-15mn to the company Delta .",however March government St Petersburg pass front part building area square metre land plot hotel worth USD mn company Delta
neutral,"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",Lee Man combined annual production capacity close million tonne paper tonne pulp
neutral,"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",method smelt spout separate work area shielding wall arrange movable relation smelt spout
neutral,"Investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings .",investment span across various product investment type include retail hospitality office residential interest realestate portfolio nonperforme loan corporate restructuring
neutral,It also recovers valuable raw material for Kemira 's water chemical production .,also recover valuable raw material Kemira water chemical production
neutral,"It is necessary to strengthen the company 's operations , however .",necessary strengthen company operation however
neutral,It will use the proceeds from the transaction to achieve its target .,use proceed transaction achieve target
positive,"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results .",Kai Tulonen Chief Technology Officer SysOpen Digia say ` ` use Corporate Phonebook inside SysOpen Digia extensively since last fall satisfied result
positive,"Last year , Lemminkainen completed the Kouvola K-supermarket contract .",last year Lemminkainen complete Kouvola Ksupermarket contract
neutral,Le Lay succeeds Walter G++nter and will be based in Finland .,Le Lay succeed Walter Gnter base Finland
neutral,"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",Lemminkainen Infra Oy subsidiary Lemminkainen Sverige AB perform construction work expect start early complete summer
neutral,"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",Los Angelesbased Pacific Office Properties Trust acquire operate office property western youS focus initially market Honolulu San Diego Los Angeles Phoenix
neutral,"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .",Master Mayawas jointly develop Nokia Siemens Networks UFA FremantleMedia actively advertise Maxis end May
neutral,Medical Devices - Russia This brand-new market analysis gives a clear overview of the actual situation and future outlook of the medical device market in Russia .,medical Devices Russia brandnew market analysis give clear overview actual situation future outlook medical device market Russia
positive,"Metrics in QPR ScoreCard now support date , text and milestone-based values , which improve its support for managing projects around performance or process-related content .",metric QPR ScoreCard support date text milestonebase value improve support manage project around performance processrelated content
neutral,Mformation provides enhanced management of these applications by enabling configuration and control throughout their lifecycle .,Mformation provide enhance management application enable configuration control throughout lifecycle
neutral,"Mr. Jorma Valkama , Managing Director of Suomen Paikallissanomat Oy , states that Rannikkoseutu complements in an outstanding way the current product range of the company .",Mr Jorma Valkama Managing Director Suomen Paikallissanomat Oy state Rannikkoseutu complement outstanding way current product range company
